episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/av,policy_reward_max/av,policy_reward_mean/av,custom_metrics/num_congested_mean,custom_metrics/num_congested_min,custom_metrics/num_congested_max,custom_metrics/speed_edge_4_mean,custom_metrics/speed_edge_4_min,custom_metrics/speed_edge_4_max,custom_metrics/n_veh_edge4_l0_mean,custom_metrics/n_veh_edge4_l0_min,custom_metrics/n_veh_edge4_l0_max,custom_metrics/n_veh_edge4_l1_mean,custom_metrics/n_veh_edge4_l1_min,custom_metrics/n_veh_edge4_l1_max,custom_metrics/mean_speed_edge2_l0_mean,custom_metrics/mean_speed_edge2_l0_min,custom_metrics/mean_speed_edge2_l0_max,custom_metrics/mean_speed_edge2_l1_mean,custom_metrics/mean_speed_edge2_l1_min,custom_metrics/mean_speed_edge2_l1_max,custom_metrics/mean_speed_edge2_l2_mean,custom_metrics/mean_speed_edge2_l2_min,custom_metrics/mean_speed_edge2_l2_max,custom_metrics/mean_speed_edge2_l3_mean,custom_metrics/mean_speed_edge2_l3_min,custom_metrics/mean_speed_edge2_l3_max,custom_metrics/exit_counter_mean,custom_metrics/exit_counter_min,custom_metrics/exit_counter_max,custom_metrics/net_outflow_2400_time0_0_time1_250_mean,custom_metrics/net_outflow_2400_time0_0_time1_250_min,custom_metrics/net_outflow_2400_time0_0_time1_250_max,custom_metrics/net_outflow_2400_time0_250_time1_500_mean,custom_metrics/net_outflow_2400_time0_250_time1_500_min,custom_metrics/net_outflow_2400_time0_250_time1_500_max,custom_metrics/net_outflow_2400_time0_500_time1_750_mean,custom_metrics/net_outflow_2400_time0_500_time1_750_min,custom_metrics/net_outflow_2400_time0_500_time1_750_max,custom_metrics/net_outflow_2400_time0_750_time1_1000_mean,custom_metrics/net_outflow_2400_time0_750_time1_1000_min,custom_metrics/net_outflow_2400_time0_750_time1_1000_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent
315.40000000001527,299.4400000000163,307.42000000001576,400.0,2,1000,False,1000,2,1,1370c0b3502a436584dd215d49418e29,2020-08-14_08-56-19,1597395379,167.1075074672699,167.1075074672699,4235,ip-172-31-17-235,172.31.17.235,167.1075074672699,1000,1,0,9cb28c62,10_seed=9,7.87999999999995,8.29999999999992,8.08999999999994,36.15109725685785,31.122194513715712,41.18,6.191179002257493,3.910020221743904,8.472337782771081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.4,1324.8,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.38254282262537,24.915692332264904,2.4812416835026547,1.0,1.0,200,0,1000,659.332,nan,nan,0.006,0.0,nan,96.65714285714286,26.18613445378151
323.00000000000296,299.4400000000163,310.68800000001664,400.0,3,1000,False,2000,5,2,1370c0b3502a436584dd215d49418e29,2020-08-14_08-59-02,1597395542,163.26473331451416,330.37224078178406,4235,ip-172-31-17-235,172.31.17.235,330.37224078178406,2000,2,0,9cb28c62,10_seed=9,7.87999999999995,8.499999999999925,8.175999999999943,32.40493890274314,25.1275,41.18,7.069688062636897,3.910020221743904,10.343012463198727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.3600000000001,1324.8,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.78997468596201,27.648956736917228,2.413264727751267,1.0,1.0,400,0,2000,1551.741,nan,nan,0.005,0.0,nan,96.96551724137932,29.569827586206895
323.00000000000296,297.9200000000367,307.58285714287894,400.0,2,1000,False,3000,7,3,1370c0b3502a436584dd215d49418e29,2020-08-14_09-01-37,1597395697,154.1999716758728,484.57221245765686,4235,ip-172-31-17-235,172.31.17.235,484.57221245765686,3000,3,0,9cb28c62,10_seed=9,7.839999999999942,8.499999999999925,8.094285714285656,32.388884930530814,25.1275,41.18,7.046129494650484,3.910020221743904,10.343012463198727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.9428571428573,1310.4,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.57230510190915,27.7058407372631,2.386653240463421,1.0,1.0,600,0,3000,621.028,nan,nan,0.005,0.0,nan,97.59954128440367,32.70412844036697
323.00000000000296,297.9200000000367,306.8120000000217,400.0,3,1000,False,4000,10,4,1370c0b3502a436584dd215d49418e29,2020-08-14_09-04-19,1597395859,162.3398368358612,646.9120492935181,4235,ip-172-31-17-235,172.31.17.235,646.9120492935181,4000,4,0,9cb28c62,10_seed=9,7.839999999999942,8.499999999999925,8.073999999999943,30.306219451371568,23.07,41.18,7.576130541718624,3.910020221743904,10.343012463198727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.6399999999999,1310.4,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.1856091851115,28.297230820184048,2.350720653538196,1.0,1.0,800,0,4000,1608.972,nan,nan,0.005,0.0,nan,97.50822510822508,33.74718614718615
323.00000000000296,297.9200000000367,307.16666666669084,400.0,2,1000,False,5000,12,5,1370c0b3502a436584dd215d49418e29,2020-08-14_09-06-59,1597396019,159.91628336906433,806.8283326625824,4235,ip-172-31-17-235,172.31.17.235,806.8283326625824,5000,5,0,9cb28c62,10_seed=9,7.839999999999942,8.499999999999925,8.083333333333275,30.32518287614298,23.07,41.18,7.480785483123678,3.910020221743904,10.343012463198727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.6000000000001,1310.4,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.69779190800303,28.41398452964471,2.3338561278429997,1.0,1.0,1000,0,5000,688.318,nan,nan,0.004,0.0,nan,97.46211453744495,33.87885462555065
323.00000000000296,297.9200000000367,307.29333333335705,400.0,3,1000,False,6000,15,6,1370c0b3502a436584dd215d49418e29,2020-08-14_09-09-38,1597396178,158.81109237670898,965.6394250392914,4235,ip-172-31-17-235,172.31.17.235,965.6394250392914,6000,6,0,9cb28c62,10_seed=9,7.839999999999942,8.499999999999925,8.08666666666661,29.440146300914382,20.0525,41.18,7.762310004175843,3.910020221743904,10.638864456544933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.84,1310.4,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.95187507597672,28.70022618321987,2.3183365963661355,1.0,1.0,1200,0,6000,1589.827,nan,nan,0.006,0.0,nan,97.70266666666666,34.00355555555556
326.80000000000734,297.9200000000367,308.962352941198,400.0,2,1000,False,7000,17,7,1370c0b3502a436584dd215d49418e29,2020-08-14_09-12-12,1597396332,154.16506695747375,1119.8044919967651,4235,ip-172-31-17-235,172.31.17.235,1119.8044919967651,7000,7,0,9cb28c62,10_seed=9,7.839999999999942,8.599999999999921,8.130588235294056,30.678364383159746,20.0525,41.6725,7.2613335911132495,2.8662655198066944,10.638864456544933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.0470588235294,1310.4,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.56114915198158,28.757115388511167,2.3108225437868457,1.0,1.0,1400,0,7000,640.155,nan,nan,0.005,0.0,nan,97.51780821917808,34.10000000000001
326.80000000000734,297.9200000000367,309.2060000000211,400.0,3,1000,False,8000,20,8,1370c0b3502a436584dd215d49418e29,2020-08-14_09-14-52,1597396492,160.10162591934204,1279.9061179161072,4235,ip-172-31-17-235,172.31.17.235,1279.9061179161072,8000,8,0,9cb28c62,10_seed=9,7.839999999999942,8.599999999999921,8.136999999999938,30.450484725685794,20.0525,41.6725,7.4233251065911885,2.8662655198066944,10.638864456544933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.16,1310.4,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.02193835514197,28.92227463442855,2.3013473219053022,1.0,1.0,1600,0,8000,1647.008,nan,nan,0.005,0.0,nan,97.57444933920705,34.19735682819382
326.80000000000734,297.9200000000367,308.6981818182038,400.0,2,1000,False,9000,22,9,1370c0b3502a436584dd215d49418e29,2020-08-14_09-17-26,1597396646,153.82895040512085,1433.735068321228,4235,ip-172-31-17-235,172.31.17.235,1433.735068321228,9000,9,0,9cb28c62,10_seed=9,7.839999999999942,8.599999999999921,8.123636363636303,30.058736114259805,20.0525,41.6725,7.547060329433044,2.8662655198066944,10.638864456544933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.5454545454545,1310.4,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.72482784459802,28.96492983147523,2.295700330869099,1.0,1.0,1800,0,9000,700.319,nan,nan,0.005,0.0,nan,97.64063926940639,34.270319634703206
326.80000000000734,291.84000000001646,306.7968000000221,400.0,3,1000,False,10000,25,10,1370c0b3502a436584dd215d49418e29,2020-08-14_09-20-08,1597396808,162.274507522583,1596.009575843811,4235,ip-172-31-17-235,172.31.17.235,1596.009575843811,10000,10,0,9cb28c62,10_seed=9,7.679999999999944,8.599999999999921,8.07359999999994,29.48908778054863,20.0525,41.6725,7.757821278242137,2.8662655198066944,10.638864456544933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.48,1245.6000000000001,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.34208249362742,29.072730380575827,2.288645511513341,1.0,1.0,2000,0,10000,1619.866,nan,nan,0.005,0.0,nan,97.5186956521739,34.37782608695653
